state,county,candidate,party,votes
Vermont,Winhall,Kevin Hoyt,IND,9
Vermont,Winhall,Emily Peyton,TM,8
Vermont,Winhall,Erynn Whitney,IND,6
Vermont,Winhall,Charly Dickerson,UNA,4
Vermont,Winhall,Michael DeVost,IND,2
Vermont,Winhall,Wayne Billado,IND,1
Vermont,Winhall, Write-ins,WRI,1
Vermont,Winooski,Phil Scott,REP,1947
Vermont,Winooski,David Zuckerman,DEM,1575
Vermont,Winooski,Emily Peyton,TM,27
Vermont,Winooski,Erynn Whitney,IND,18
Vermont,Winooski,Wayne Billado,IND,16
Vermont,Winooski,Kevin Hoyt,IND,16
Vermont,Winooski, Write-ins,WRI,12
Vermont,Winooski,Michael DeVost,IND,7
Vermont,Winooski,Charly Dickerson,UNA,7
Vermont,Wolcott,Phil Scott,REP,662
Vermont,Wolcott,David Zuckerman,DEM,224
Vermont,Wolcott,Emily Peyton,TM,13
Vermont,Wolcott,Kevin Hoyt,IND,7
Vermont,Wolcott,Michael DeVost,IND,5
Vermont,Wolcott, Write-ins,WRI,4
Vermont,Wolcott,Charly Dickerson,UNA,2
Vermont,Wolcott,Erynn Whitney,IND,2
Vermont,Wolcott,Wayne Billado,IND,1
Vermont,Woodbury,Phil Scott,REP,396
Vermont,Woodbury,David Zuckerman,DEM,159
Vermont,Woodbury,Kevin Hoyt,IND,12
Vermont,Woodbury,Emily Peyton,TM,10
Vermont,Woodbury, Write-ins,WRI,4
Vermont,Woodbury,Michael DeVost,IND,3
Vermont,Woodbury,Erynn Whitney,IND,3
Vermont,Woodbury,Charly Dickerson,UNA,1
Vermont,Woodbury,Wayne Billado,IND,0
Vermont,Woodford,Phil Scott,REP,110
Vermont,Woodford,David Zuckerman,DEM,51
Vermont,Woodford,Kevin Hoyt,IND,22
Vermont,Woodford,Erynn Whitney,IND,5
Vermont,Woodford, Write-ins,WRI,2
Vermont,Woodford,Wayne Billado,IND,1
Vermont,Woodford,Charly Dickerson,UNA,1
Vermont,Woodford,Michael DeVost,IND,0
Vermont,Woodford,Emily Peyton,TM,0
Vermont,Woodstock,Phil Scott,REP,1446
Vermont,Woodstock,David Zuckerman,DEM,582
Vermont,Woodstock,Emily Peyton,TM,17
Vermont,Woodstock,Charly Dickerson,UNA,11
Vermont,Woodstock,Kevin Hoyt,IND,10
Vermont,Woodstock, Write-ins,WRI,10
Vermont,Woodstock,Erynn Whitney,IND,7
Vermont,Woodstock,Wayne Billado,IND,4
Vermont,Woodstock,Michael DeVost,IND,0
Vermont,Worcester,Phil Scott,REP,362
Vermont,Worcester,David Zuckerman,DEM,239
Vermont,Worcester, Write-ins,WRI,9
Vermont,Worcester,Kevin Hoyt,IND,6
Vermont,Worcester,Charly Dickerson,UNA,2
Vermont,Worcester,Emily Peyton,TM,2
Vermont,Worcester,Erynn Whitney,IND,1
Vermont,Worcester,Wayne Billado,IND,0
Vermont,Worcester,Michael DeVost,IND,0
Vermont,Brandon,Phil Scott,REP,1544
Vermont,Brandon,David Zuckerman,DEM,507
Vermont,Brandon,Kevin Hoyt,IND,46
Vermont,Brandon, Write-ins,WRI,30
Vermont,Brandon,Emily Peyton,TM,22
Vermont,Brandon,Erynn Whitney,IND,12
Vermont,Brandon,Charly Dickerson,UNA,7
Vermont,Brandon,Wayne Billado,IND,5
Vermont,Brandon,Michael DeVost,IND,4
Vermont,Brattleboro,David Zuckerman,DEM,3262
Vermont,Brattleboro,Phil Scott,REP,2855
Vermont,Brattleboro,Emily Peyton,TM,184
Vermont,Brattleboro,Kevin Hoyt,IND,59
Vermont,Brattleboro,Erynn Whitney,IND,38
Vermont,Brattleboro,Michael DeVost,IND,26
Vermont,Brattleboro,Wayne Billado,IND,20
Vermont,Brattleboro,Charly Dickerson,UNA,18
Vermont,Brattleboro, Write-ins,WRI,16
Vermont,Bridgewater,Phil Scott,REP,433
Vermont,Bridgewater,David Zuckerman,DEM,138
Vermont,Bridgewater,Emily Peyton,TM,7
Vermont,Bridgewater, Write-ins,WRI,5
Vermont,Bridgewater,Charly Dickerson,UNA,3
Vermont,Bridgewater,Kevin Hoyt,IND,3
Vermont,Bridgewater,Wayne Billado,IND,2
Vermont,Bridgewater,Erynn Whitney,IND,2
Vermont,Bridgewater,Michael DeVost,IND,0
Vermont,Bridport,Phil Scott,REP,577
Vermont,Bridport,David Zuckerman,DEM,135
Vermont,Bridport, Write-ins,WRI,10
Vermont,Bridport,Kevin Hoyt,IND,5
Vermont,Bridport,Emily Peyton,TM,5
Vermont,Bridport,Michael DeVost,IND,4
Vermont,Bridport,Erynn Whitney,IND,3
Vermont,Bridport,Wayne Billado,IND,0
Vermont,Bridport,Charly Dickerson,UNA,0
Vermont,Brighton,Phil Scott,REP,409
Vermont,Brighton,David Zuckerman,DEM,98
Vermont,Brighton, Write-ins,WRI,12
Vermont,Brighton,Emily Peyton,TM,10
Vermont,Brighton,Michael DeVost,IND,9
Vermont,Brighton,Wayne Billado,IND,4
Vermont,Brighton,Charly Dickerson,UNA,4
Vermont,Brighton,Kevin Hoyt,IND,4
Vermont,Brighton,Erynn Whitney,IND,1
Vermont,Bristol,Phil Scott,REP,1542
Vermont,Bristol,David Zuckerman,DEM,625
Vermont,Bristol,Emily Peyton,TM,25
Vermont,Bristol,Erynn Whitney,IND,11
Vermont,Bristol,Kevin Hoyt,IND,10
Vermont,Bristol,Wayne Billado,IND,9
Vermont,Bristol, Write-ins,WRI,7
Vermont,Bristol,Charly Dickerson,UNA,5
Vermont,Bristol,Michael DeVost,IND,2
Vermont,Albany,Phil Scott,REP,393
Vermont,Albany,David Zuckerman,DEM,106
Vermont,Albany,Kevin Hoyt,IND,12
Vermont,Albany,Emily Peyton,TM,9
Vermont,Albany, Write-ins,WRI,7
Vermont,Albany,Michael DeVost,IND,5
Vermont,Albany,Wayne Billado,IND,3
Vermont,Albany,Erynn Whitney,IND,1
Vermont,Albany,Charly Dickerson,UNA,0
Vermont,Brookfield,Phil Scott,REP,604
Vermont,Brookfield,David Zuckerman,DEM,203
Vermont,Brookfield, Write-ins,WRI,11
Vermont,Brookfield,Kevin Hoyt,IND,9
Vermont,Brookfield,Emily Peyton,TM,8
Vermont,Brookfield,Erynn Whitney,IND,4
Vermont,Brookfield,Michael DeVost,IND,2
Vermont,Brookfield,Charly Dickerson,UNA,2
Vermont,Brookfield,Wayne Billado,IND,1
Vermont,Brookline,Phil Scott,REP,189
Vermont,Brookline,David Zuckerman,DEM,127
Vermont,Brookline,Kevin Hoyt,IND,5
Vermont,Brookline,Wayne Billado,IND,4
Vermont,Brookline,Emily Peyton,TM,2
Vermont,Brookline,Erynn Whitney,IND,2
Vermont,Brookline,Michael DeVost,IND,0
Vermont,Brookline,Charly Dickerson,UNA,0
Vermont,Brookline, Write-ins,WRI,0
Vermont,Brownington,Phil Scott,REP,360
Vermont,Brownington,David Zuckerman,DEM,75
Vermont,Brownington,Emily Peyton,TM,12
Vermont,Brownington,Michael DeVost,IND,11
Vermont,Brownington, Write-ins,WRI,11
Vermont,Brownington,Kevin Hoyt,IND,5
Vermont,Brownington,Charly Dickerson,UNA,2
Vermont,Brownington,Wayne Billado,IND,1
Vermont,Brownington,Erynn Whitney,IND,0
Vermont,Brunswick,Phil Scott,REP,59
Vermont,Brunswick,David Zuckerman,DEM,6
Vermont,Brunswick,Wayne Billado,IND,0
Vermont,Brunswick,Michael DeVost,IND,0
Vermont,Brunswick,Charly Dickerson,UNA,0
Vermont,Brunswick,Kevin Hoyt,IND,0
Vermont,Brunswick,Emily Peyton,TM,0
Vermont,Brunswick,Erynn Whitney,IND,0
Vermont,Brunswick, Write-ins,WRI,0
Vermont,Burke,Phil Scott,REP,695
Vermont,Burke,David Zuckerman,DEM,181
Vermont,Burke, Write-ins,WRI,11
Vermont,Burke,Charly Dickerson,UNA,6
Vermont,Burke,Michael DeVost,IND,5
Vermont,Burke,Emily Peyton,TM,5
Vermont,Burke,Kevin Hoyt,IND,3
Vermont,Burke,Wayne Billado,IND,2
Vermont,Burke,Erynn Whitney,IND,2
Vermont,Burlington,David Zuckerman,DEM,10600
Vermont,Burlington,Phil Scott,REP,10545
Vermont,Burlington,Emily Peyton,TM,177
Vermont,Burlington,Kevin Hoyt,IND,90
Vermont,Burlington,Wayne Billado,IND,87
Vermont,Burlington,Erynn Whitney,IND,83
Vermont,Burlington, Write-ins,WRI,73
Vermont,Burlington,Charly Dickerson,UNA,56
Vermont,Burlington,Michael DeVost,IND,32
Vermont,Cabot,Phil Scott,REP,658
Vermont,Cabot,David Zuckerman,DEM,202
Vermont,Cabot,Emily Peyton,TM,5
Vermont,Cabot,Kevin Hoyt,IND,3
Vermont,Cabot,Michael DeVost,IND,2
Vermont,Cabot,Erynn Whitney,IND,2
Vermont,Cabot,Wayne Billado,IND,1
Vermont,Cabot,Charly Dickerson,UNA,1
Vermont,Cabot, Write-ins,WRI,0
Vermont,Calais,Phil Scott,REP,663
Vermont,Calais,David Zuckerman,DEM,436
Vermont,Calais,Emily Peyton,TM,10
Vermont,Calais,Kevin Hoyt,IND,8
Vermont,Calais,Erynn Whitney,IND,5
Vermont,Calais, Write-ins,WRI,5
Vermont,Calais,Michael DeVost,IND,2
Vermont,Calais,Charly Dickerson,UNA,2
Vermont,Calais,Wayne Billado,IND,0
Vermont,Cambridge,Phil Scott,REP,1582
Vermont,Cambridge,David Zuckerman,DEM,540
Vermont,Cambridge,Emily Peyton,TM,16
Vermont,Cambridge,Wayne Billado,IND,10
Vermont,Cambridge,Kevin Hoyt,IND,10
Vermont,Cambridge, Write-ins,WRI,9
Vermont,Cambridge,Erynn Whitney,IND,7
Vermont,Cambridge,Charly Dickerson,UNA,6
Vermont,Cambridge,Michael DeVost,IND,4
Vermont,Canaan,Phil Scott,REP,375
Vermont,Canaan,David Zuckerman,DEM,84
Vermont,Canaan,Kevin Hoyt,IND,15
Vermont,Canaan,Michael DeVost,IND,7
Vermont,Canaan,Wayne Billado,IND,2
Vermont,Canaan,Emily Peyton,TM,2
Vermont,Canaan,Erynn Whitney,IND,2
Vermont,Canaan, Write-ins,WRI,1
Vermont,Canaan,Charly Dickerson,UNA,0
Vermont,Alburgh,Phil Scott,REP,817
Vermont,Alburgh,David Zuckerman,DEM,195
Vermont,Alburgh,Wayne Billado,IND,22
Vermont,Alburgh,Emily Peyton,TM,12
Vermont,Alburgh,Kevin Hoyt,IND,10
Vermont,Alburgh,Erynn Whitney,IND,4
Vermont,Alburgh,Michael DeVost,IND,3
Vermont,Alburgh,Charly Dickerson,UNA,3
Vermont,Alburgh, Write-ins,WRI,3
Vermont,Castleton,Phil Scott,REP,1579
Vermont,Castleton,David Zuckerman,DEM,410
Vermont,Castleton,Kevin Hoyt,IND,44
Vermont,Castleton, Write-ins,WRI,31
Vermont,Castleton,Emily Peyton,TM,22
Vermont,Castleton,Charly Dickerson,UNA,16
Vermont,Castleton,Wayne Billado,IND,12
Vermont,Castleton,Erynn Whitney,IND,7
Vermont,Castleton,Michael DeVost,IND,6
Vermont,Cavendish,Phil Scott,REP,565
Vermont,Cavendish,David Zuckerman,DEM,177
Vermont,Cavendish,Emily Peyton,TM,17
Vermont,Cavendish,Kevin Hoyt,IND,9
Vermont,Cavendish,Erynn Whitney,IND,7
Vermont,Cavendish, Write-ins,WRI,2
Vermont,Cavendish,Wayne Billado,IND,1
Vermont,Cavendish,Michael DeVost,IND,1
Vermont,Cavendish,Charly Dickerson,UNA,1
Vermont,Charleston,Phil Scott,REP,376
Vermont,Charleston,David Zuckerman,DEM,105
Vermont,Charleston,Michael DeVost,IND,14
Vermont,Charleston, Write-ins,WRI,12
Vermont,Charleston,Emily Peyton,TM,7
Vermont,Charleston,Kevin Hoyt,IND,4
Vermont,Charleston,Erynn Whitney,IND,3
Vermont,Charleston,Wayne Billado,IND,2
Vermont,Charleston,Charly Dickerson,UNA,1
Vermont,Charlotte,Phil Scott,REP,1979
Vermont,Charlotte,David Zuckerman,DEM,838
Vermont,Charlotte,Emily Peyton,TM,14
Vermont,Charlotte,Erynn Whitney,IND,5
Vermont,Charlotte,Kevin Hoyt,IND,4
Vermont,Charlotte,Michael DeVost,IND,3
Vermont,Charlotte, Write-ins,WRI,3
Vermont,Charlotte,Wayne Billado,IND,2
Vermont,Charlotte,Charly Dickerson,UNA,2
Vermont,Chelsea,Phil Scott,REP,552
Vermont,Chelsea,David Zuckerman,DEM,143
Vermont,Chelsea,Kevin Hoyt,IND,12
Vermont,Chelsea,Emily Peyton,TM,10
Vermont,Chelsea, Write-ins,WRI,6
Vermont,Chelsea,Wayne Billado,IND,4
Vermont,Chelsea,Erynn Whitney,IND,2
Vermont,Chelsea,Charly Dickerson,UNA,1
Vermont,Chelsea,Michael DeVost,IND,0
Vermont,Chester,Phil Scott,REP,1202
Vermont,Chester,David Zuckerman,DEM,428
Vermont,Chester,Emily Peyton,TM,50
Vermont,Chester,Kevin Hoyt,IND,31
Vermont,Chester,Erynn Whitney,IND,15
Vermont,Chester,Michael DeVost,IND,10
Vermont,Chester, Write-ins,WRI,4
Vermont,Chester,Charly Dickerson,UNA,2
Vermont,Chester,Wayne Billado,IND,1
Vermont,Chittenden,Phil Scott,REP,632
Vermont,Chittenden,David Zuckerman,DEM,179
Vermont,Chittenden,Kevin Hoyt,IND,11
Vermont,Chittenden,Emily Peyton,TM,7
Vermont,Chittenden, Write-ins,WRI,7
Vermont,Chittenden,Michael DeVost,IND,3
Vermont,Chittenden,Erynn Whitney,IND,3
Vermont,Chittenden,Wayne Billado,IND,2
Vermont,Chittenden,Charly Dickerson,UNA,0
Vermont,Clarendon,Phil Scott,REP,1143
Vermont,Clarendon,David Zuckerman,DEM,235
Vermont,Clarendon,Kevin Hoyt,IND,29
Vermont,Clarendon, Write-ins,WRI,13
Vermont,Clarendon,Charly Dickerson,UNA,8
Vermont,Clarendon,Wayne Billado,IND,6
Vermont,Clarendon,Michael DeVost,IND,6
Vermont,Clarendon,Emily Peyton,TM,6
Vermont,Clarendon,Erynn Whitney,IND,4
Vermont,Colchester,Phil Scott,REP,7190
Vermont,Colchester,David Zuckerman,DEM,2100
Vermont,Colchester,Emily Peyton,TM,57
Vermont,Colchester,Kevin Hoyt,IND,45
Vermont,Colchester, Write-ins,WRI,34
Vermont,Colchester,Wayne Billado,IND,32
Vermont,Colchester,Erynn Whitney,IND,29
Vermont,Colchester,Charly Dickerson,UNA,15
Vermont,Colchester,Michael DeVost,IND,11
Vermont,Concord,Phil Scott,REP,479
Vermont,Concord,David Zuckerman,DEM,100
Vermont,Concord,Kevin Hoyt,IND,13
Vermont,Concord,Michael DeVost,IND,11
Vermont,Concord,Emily Peyton,TM,10
Vermont,Concord,Charly Dickerson,UNA,5
Vermont,Concord, Write-ins,WRI,4
Vermont,Concord,Erynn Whitney,IND,3
Vermont,Concord,Wayne Billado,IND,2
Vermont,Andover,Phil Scott,REP,244
Vermont,Andover,David Zuckerman,DEM,93
Vermont,Andover,Kevin Hoyt,IND,10
Vermont,Andover,Emily Peyton,TM,4
Vermont,Andover,Erynn Whitney,IND,3
Vermont,Andover,Wayne Billado,IND,1
Vermont,Andover,Michael DeVost,IND,1
Vermont,Andover, Write-ins,WRI,1
Vermont,Andover,Charly Dickerson,UNA,0
Vermont,Corinth,Phil Scott,REP,578
Vermont,Corinth,David Zuckerman,DEM,204
Vermont,Corinth,Kevin Hoyt,IND,17
Vermont,Corinth,Emily Peyton,TM,7
Vermont,Corinth,Charly Dickerson,UNA,5
Vermont,Corinth,Wayne Billado,IND,3
Vermont,Corinth,Michael DeVost,IND,3
Vermont,Corinth,Erynn Whitney,IND,2
Vermont,Corinth, Write-ins,WRI,2
Vermont,Cornwall,Phil Scott,REP,566
Vermont,Cornwall,David Zuckerman,DEM,268
Vermont,Cornwall,Emily Peyton,TM,6
Vermont,Cornwall,Kevin Hoyt,IND,2
Vermont,Cornwall,Erynn Whitney,IND,2
Vermont,Cornwall, Write-ins,WRI,2
Vermont,Cornwall,Wayne Billado,IND,1
Vermont,Cornwall,Michael DeVost,IND,0
Vermont,Cornwall,Charly Dickerson,UNA,0
Vermont,Coventry,Phil Scott,REP,428
Vermont,Coventry,David Zuckerman,DEM,97
Vermont,Coventry,Michael DeVost,IND,11
Vermont,Coventry,Kevin Hoyt,IND,11
Vermont,Coventry,Emily Peyton,TM,6
Vermont,Coventry,Wayne Billado,IND,4
Vermont,Coventry, Write-ins,WRI,3
Vermont,Coventry,Erynn Whitney,IND,2
Vermont,Coventry,Charly Dickerson,UNA,0
Vermont,Craftsbury,Phil Scott,REP,514
Vermont,Craftsbury,David Zuckerman,DEM,216
Vermont,Craftsbury,Kevin Hoyt,IND,20
Vermont,Craftsbury,Emily Peyton,TM,6
Vermont,Craftsbury,Erynn Whitney,IND,3
Vermont,Craftsbury,Wayne Billado,IND,1
Vermont,Craftsbury,Michael DeVost,IND,1
Vermont,Craftsbury,Charly Dickerson,UNA,1
Vermont,Craftsbury, Write-ins,WRI,1
Vermont,Danby,Phil Scott,REP,543
Vermont,Danby,David Zuckerman,DEM,154
Vermont,Danby,Kevin Hoyt,IND,25
Vermont,Danby, Write-ins,WRI,9
Vermont,Danby,Erynn Whitney,IND,8
Vermont,Danby,Emily Peyton,TM,7
Vermont,Danby,Wayne Billado,IND,3
Vermont,Danby,Michael DeVost,IND,2
Vermont,Danby,Charly Dickerson,UNA,0
Vermont,Danville,Phil Scott,REP,1135
Vermont,Danville,David Zuckerman,DEM,279
Vermont,Danville,Kevin Hoyt,IND,15
Vermont,Danville,Michael DeVost,IND,9
Vermont,Danville,Emily Peyton,TM,9
Vermont,Danville,Charly Dickerson,UNA,6
Vermont,Danville, Write-ins,WRI,6
Vermont,Danville,Erynn Whitney,IND,5
Vermont,Danville,Wayne Billado,IND,2
Vermont,Derby,Phil Scott,REP,1924
Vermont,Derby,David Zuckerman,DEM,414
Vermont,Derby,Michael DeVost,IND,37
Vermont,Derby,Kevin Hoyt,IND,37
Vermont,Derby,Emily Peyton,TM,26
Vermont,Derby, Write-ins,WRI,17
Vermont,Derby,Charly Dickerson,UNA,9
Vermont,Derby,Wayne Billado,IND,6
Vermont,Derby,Erynn Whitney,IND,5
Vermont,Dorset,Phil Scott,REP,928
Vermont,Dorset,David Zuckerman,DEM,402
Vermont,Dorset,Kevin Hoyt,IND,25
Vermont,Dorset,Erynn Whitney,IND,15
Vermont,Dorset,Emily Peyton,TM,13
Vermont,Dorset,Charly Dickerson,UNA,3
Vermont,Dorset, Write-ins,WRI,3
Vermont,Dorset,Wayne Billado,IND,2
Vermont,Dorset,Michael DeVost,IND,0
Vermont,Dover,Phil Scott,REP,630
Vermont,Dover,David Zuckerman,DEM,261
Vermont,Dover,Kevin Hoyt,IND,18
Vermont,Dover,Emily Peyton,TM,15
Vermont,Dover,Wayne Billado,IND,13
Vermont,Dover,Erynn Whitney,IND,7
Vermont,Dover,Michael DeVost,IND,3
Vermont,Dover,Charly Dickerson,UNA,3
Vermont,Dover, Write-ins,WRI,0
Vermont,Dummerston,Phil Scott,REP,663
Vermont,Dummerston,David Zuckerman,DEM,610
Vermont,Dummerston,Emily Peyton,TM,26
Vermont,Dummerston,Kevin Hoyt,IND,11
Vermont,Dummerston,Charly Dickerson,UNA,4
Vermont,Dummerston,Erynn Whitney,IND,3
Vermont,Dummerston, Write-ins,WRI,2
Vermont,Dummerston,Michael DeVost,IND,1
Vermont,Dummerston,Wayne Billado,IND,0
Vermont,Arlington,Phil Scott,REP,922
Vermont,Arlington,David Zuckerman,DEM,385
Vermont,Arlington,Kevin Hoyt,IND,78
Vermont,Arlington,Erynn Whitney,IND,54
Vermont,Arlington,Emily Peyton,TM,7
Vermont,Arlington,Charly Dickerson,UNA,4
Vermont,Arlington,Wayne Billado,IND,3
Vermont,Arlington, Write-ins,WRI,3
Vermont,Arlington,Michael DeVost,IND,2
Vermont,Duxbury,Phil Scott,REP,662
Vermont,Duxbury,David Zuckerman,DEM,225
Vermont,Duxbury,Kevin Hoyt,IND,7
Vermont,Duxbury,Emily Peyton,TM,7
Vermont,Duxbury,Charly Dickerson,UNA,3
Vermont,Duxbury,Erynn Whitney,IND,3
Vermont,Duxbury,Wayne Billado,IND,2
Vermont,Duxbury,Michael DeVost,IND,0
Vermont,Duxbury, Write-ins,WRI,0
Vermont,East Haven,Phil Scott,REP,96
Vermont,East Haven,David Zuckerman,DEM,33
Vermont,East Haven,Michael DeVost,IND,4
Vermont,East Haven,Kevin Hoyt,IND,4
Vermont,East Haven, Write-ins,WRI,2
Vermont,East Haven,Erynn Whitney,IND,1
Vermont,East Haven,Wayne Billado,IND,0
Vermont,East Haven,Charly Dickerson,UNA,0
Vermont,East Haven,Emily Peyton,TM,0
Vermont,East Montpelier,Phil Scott,REP,1139
Vermont,East Montpelier,David Zuckerman,DEM,553
Vermont,East Montpelier,Kevin Hoyt,IND,14
Vermont,East Montpelier, Write-ins,WRI,14
Vermont,East Montpelier,Emily Peyton,TM,9
Vermont,East Montpelier,Charly Dickerson,UNA,7
Vermont,East Montpelier,Erynn Whitney,IND,7
Vermont,East Montpelier,Wayne Billado,IND,4
Vermont,East Montpelier,Michael DeVost,IND,0
Vermont,Eden,Phil Scott,REP,452
Vermont,Eden,David Zuckerman,DEM,132
Vermont,Eden,Kevin Hoyt,IND,12
Vermont,Eden,Emily Peyton,TM,8
Vermont,Eden,Erynn Whitney,IND,6
Vermont,Eden, Write-ins,WRI,5
Vermont,Eden,Michael DeVost,IND,4
Vermont,Eden,Charly Dickerson,UNA,3
Vermont,Eden,Wayne Billado,IND,0
Vermont,Elmore,Phil Scott,REP,446
Vermont,Elmore,David Zuckerman,DEM,144
Vermont,Elmore, Write-ins,WRI,11
Vermont,Elmore,Emily Peyton,TM,2
Vermont,Elmore,Wayne Billado,IND,1
Vermont,Elmore,Michael DeVost,IND,1
Vermont,Elmore,Charly Dickerson,UNA,1
Vermont,Elmore,Kevin Hoyt,IND,1
Vermont,Elmore,Erynn Whitney,IND,0
Vermont,Enosburgh,Phil Scott,REP,1004
Vermont,Enosburgh,David Zuckerman,DEM,198
Vermont,Enosburgh,Kevin Hoyt,IND,17
Vermont,Enosburgh,Wayne Billado,IND,16
Vermont,Enosburgh,Emily Peyton,TM,14
Vermont,Enosburgh,Erynn Whitney,IND,6
Vermont,Enosburgh,Michael DeVost,IND,5
Vermont,Enosburgh,Charly Dickerson,UNA,5
Vermont,Enosburgh, Write-ins,WRI,5
Vermont,Essex,Phil Scott,REP,9874
Vermont,Essex,David Zuckerman,DEM,3085
Vermont,Essex,Emily Peyton,TM,64
Vermont,Essex, Write-ins,WRI,59
Vermont,Essex,Kevin Hoyt,IND,55
Vermont,Essex,Erynn Whitney,IND,47
Vermont,Essex,Wayne Billado,IND,45
Vermont,Essex,Michael DeVost,IND,41
Vermont,Essex,Charly Dickerson,UNA,18
Vermont,Fairfax,Phil Scott,REP,2367
Vermont,Fairfax,David Zuckerman,DEM,507
Vermont,Fairfax,Wayne Billado,IND,23
Vermont,Fairfax,Kevin Hoyt,IND,23
Vermont,Fairfax,Emily Peyton,TM,21
Vermont,Fairfax, Write-ins,WRI,20
Vermont,Fairfax,Erynn Whitney,IND,10
Vermont,Fairfax,Charly Dickerson,UNA,8
Vermont,Fairfax,Michael DeVost,IND,7
Vermont,Fairfield,Phil Scott,REP,889
Vermont,Fairfield,David Zuckerman,DEM,189
Vermont,Fairfield,Wayne Billado,IND,16
Vermont,Fairfield,Kevin Hoyt,IND,14
Vermont,Fairfield,Emily Peyton,TM,13
Vermont,Fairfield, Write-ins,WRI,7
Vermont,Fairfield,Erynn Whitney,IND,4
Vermont,Fairfield,Michael DeVost,IND,3
Vermont,Fairfield,Charly Dickerson,UNA,2
Vermont,Fair Haven,Phil Scott,REP,948
Vermont,Fair Haven,David Zuckerman,DEM,243
Vermont,Fair Haven, Write-ins,WRI,38
Vermont,Fair Haven,Kevin Hoyt,IND,26
Vermont,Fair Haven,Emily Peyton,TM,19
Vermont,Fair Haven,Erynn Whitney,IND,9
Vermont,Fair Haven,Michael DeVost,IND,7
Vermont,Fair Haven,Wayne Billado,IND,4
Vermont,Fair Haven,Charly Dickerson,UNA,4
Vermont,Athens,Phil Scott,REP,128
Vermont,Athens,David Zuckerman,DEM,67
Vermont,Athens,Emily Peyton,TM,8
Vermont,Athens,Kevin Hoyt,IND,6
Vermont,Athens,Erynn Whitney,IND,1
Vermont,Athens,Wayne Billado,IND,0
Vermont,Athens,Michael DeVost,IND,0
Vermont,Athens,Charly Dickerson,UNA,0
Vermont,Athens, Write-ins,WRI,0
Vermont,Fairlee,Phil Scott,REP,443
Vermont,Fairlee,David Zuckerman,DEM,165
Vermont,Fairlee,Emily Peyton,TM,7
Vermont,Fairlee,Kevin Hoyt,IND,5
Vermont,Fairlee,Erynn Whitney,IND,3
Vermont,Fairlee, Write-ins,WRI,3
Vermont,Fairlee,Wayne Billado,IND,1
Vermont,Fairlee,Michael DeVost,IND,1
Vermont,Fairlee,Charly Dickerson,UNA,1
Vermont,Fayston,Phil Scott,REP,649
Vermont,Fayston,David Zuckerman,DEM,293
Vermont,Fayston,Emily Peyton,TM,4
Vermont,Fayston,Michael DeVost,IND,2
Vermont,Fayston,Charly Dickerson,UNA,2
Vermont,Fayston,Erynn Whitney,IND,2
Vermont,Fayston,Wayne Billado,IND,1
Vermont,Fayston,Kevin Hoyt,IND,1
Vermont,Fayston, Write-ins,WRI,0
Vermont,Ferrisburg,Phil Scott,REP,1326
Vermont,Ferrisburg,David Zuckerman,DEM,449
Vermont,Ferrisburg,Kevin Hoyt,IND,11
Vermont,Ferrisburg, Write-ins,WRI,10
Vermont,Ferrisburg,Charly Dickerson,UNA,8
Vermont,Ferrisburg,Emily Peyton,TM,8
Vermont,Ferrisburg,Wayne Billado,IND,4
Vermont,Ferrisburg,Erynn Whitney,IND,4
Vermont,Ferrisburg,Michael DeVost,IND,1
Vermont,Fletcher,Phil Scott,REP,613
Vermont,Fletcher,David Zuckerman,DEM,186
Vermont,Fletcher,Kevin Hoyt,IND,7
Vermont,Fletcher,Wayne Billado,IND,5
Vermont,Fletcher,Emily Peyton,TM,3
Vermont,Fletcher, Write-ins,WRI,3
Vermont,Fletcher,Michael DeVost,IND,2
Vermont,Fletcher,Charly Dickerson,UNA,1
Vermont,Fletcher,Erynn Whitney,IND,0
Vermont,Franklin,Phil Scott,REP,621
Vermont,Franklin,David Zuckerman,DEM,84
Vermont,Franklin,Wayne Billado,IND,14
Vermont,Franklin,Kevin Hoyt,IND,14
Vermont,Franklin, Write-ins,WRI,11
Vermont,Franklin,Emily Peyton,TM,8
Vermont,Franklin,Charly Dickerson,UNA,5
Vermont,Franklin,Erynn Whitney,IND,4
Vermont,Franklin,Michael DeVost,IND,2
Vermont,Georgia,Phil Scott,REP,2386
Vermont,Georgia,David Zuckerman,DEM,391
Vermont,Georgia,Wayne Billado,IND,46
Vermont,Georgia,Kevin Hoyt,IND,25
Vermont,Georgia,Emily Peyton,TM,22
Vermont,Georgia, Write-ins,WRI,20
Vermont,Georgia,Erynn Whitney,IND,7
Vermont,Georgia,Michael DeVost,IND,6
Vermont,Georgia,Charly Dickerson,UNA,4
Vermont,Glover,Phil Scott,REP,465
Vermont,Glover,David Zuckerman,DEM,162
Vermont,Glover,Michael DeVost,IND,9
Vermont,Glover,Kevin Hoyt,IND,9
Vermont,Glover, Write-ins,WRI,7
Vermont,Glover,Emily Peyton,TM,5
Vermont,Glover,Erynn Whitney,IND,2
Vermont,Glover,Wayne Billado,IND,0
Vermont,Glover,Charly Dickerson,UNA,0
Vermont,Goshen,Phil Scott,REP,76
Vermont,Goshen,David Zuckerman,DEM,48
Vermont,Goshen,Kevin Hoyt,IND,2
Vermont,Goshen,Charly Dickerson,UNA,1
